accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0001085146-25-000007,20250102,12/24/2024,SCHEDULE 13G,1725872,BM TECHNOLOGIES INC,05591L107,1103646,CSS LLC/IL,25,D,25,0,6,9,2,0,0,4,4,0,"""BMTX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0002011184-25-000003,20250117,10/25/2024,SCHEDULE 13G,1725872,"BM Technologies, Inc.",05591L107,2011184,De Lisle Partners LLP,25,D,25,0,6,9,2,0,0,4,4,0,"""BMTX""",CIK,100,,,,,,,,,,,,,,,,,,,,
0001178913-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1726445,"Seer, Inc.",81578P106,1823758,"aMoon Co-Investment SPV I, L.P.",13,D,13,0,2,0,6,0,0,1,4,0,SEER,CIK,100,2025-01-08,2.41,58.06,0.02,0.01,0.01,2.36,2.31,,2.12,4.33,,2.57,2.36,2.16,60.98,0.12,217400,225495,0.96
0001178913-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1726445,"Seer, Inc.",81578P106,1823758,aMoon General Partner Ltd.,24,D,24,0,2,9,8,0,0,1,4,0,SEER,CIK,100,2025-01-08,2.41,58.06,0.02,0.01,0.01,2.36,2.31,,2.12,4.33,,2.57,2.36,2.16,60.98,0.12,217400,225495,0.96
0001178913-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1726445,"Seer, Inc.",81578P106,1823758,aMoon Growth Fund G.P. Limited Partnership,22,D,22,0,2,9,6,0,0,1,4,0,SEER,CIK,100,2025-01-08,2.41,58.06,0.02,0.01,0.01,2.36,2.31,,2.12,4.33,,2.57,2.36,2.16,60.98,0.12,217400,225495,0.96
0001178913-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1726445,"Seer, Inc.",81578P106,1823758,aMoon Growth Fund Limited Partnership,19,D,19,0,2,6,6,0,0,1,4,0,SEER,CIK,100,2025-01-08,2.41,58.06,0.02,0.01,0.01,2.36,2.31,,2.12,4.33,,2.57,2.36,2.16,60.98,0.12,217400,225495,0.96
0001178913-25-000061,20250108,12/31/2024,SCHEDULE 13G/A,1726445,"Seer, Inc.",81578P106,1823758,Schindel Yair Chaim,26,D,26,0,2,9,10,0,0,1,4,0,SEER,CIK,100,2025-01-08,2.41,58.06,0.02,0.01,0.01,2.36,2.31,,2.12,4.33,,2.57,2.36,2.16,60.98,0.12,217400,225495,0.96
0000932471-25-000166,20250130,12/31/2024,SCHEDULE 13G/A,1728117,Gossamer Bio Inc,38341P102,102909,The Vanguard Group,19,D,19,0,2,0,12,0,0,1,4,0,GOSS,CIK,100,2025-01-31,0.99,27.22,0.02,0.02,-0.0,0.96,0.85,,3.54,16.94,,1.09,0.96,0.83,63.08,0.08,869900,955740,0.91
0001535610-25-000017,20250103,12/31/2024,SCHEDULE 13G/A,1728328,InMed Pharmaceuticals Inc.,457637502,1535610,HAL MINTZ,18,D,18,0,2,0,10,0,0,2,4,0,INM,CIK,100,2025-01-03,4.97,46.2,-0.02,-0.04,0.02,4.89,4.91,,1.64,1.22,,5.61,4.89,4.16,55.86,0.33,15500,27280,0.57
0001535610-25-000017,20250103,12/31/2024,SCHEDULE 13G/A,1728328,InMed Pharmaceuticals Inc.,457637502,1535610,"SABBY MANAGEMENT, LLC",10,D,10,0,2,0,2,0,0,2,4,0,INM,CIK,100,2025-01-03,4.97,46.2,-0.02,-0.04,0.02,4.89,4.91,,1.64,1.22,,5.61,4.89,4.16,55.86,0.33,15500,27280,0.57
0001535610-25-000017,20250103,12/31/2024,SCHEDULE 13G/A,1728328,InMed Pharmaceuticals Inc.,457637502,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,10,D,10,0,2,0,2,0,0,2,4,0,INM,CIK,100,2025-01-03,4.97,46.2,-0.02,-0.04,0.02,4.89,4.91,,1.64,1.22,,5.61,4.89,4.16,55.86,0.33,15500,27280,0.57
0002033053-25-000002,20250107,12/31/2024,SCHEDULE 13G/A,1728683,SPROTT FUNDS TRUST,85208P402,2033053,"Paul R. Ried Financial Group, LLC",33,D,33,0,2,14,12,0,0,1,4,0,"""SGDJ""",CIK,100,2025-01-08,32.7,63.61,-0.31,-0.46,0.15,32.16,32.78,,1.68,-0.24,,35.42,32.16,28.91,58.21,0.77,16000,20660,0.77
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,Astral Success Limited,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,BRIGHTEST SKY LIMITED,26,D,26,0,12,0,8,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital GP, Ltd.",34,D,34,0,12,14,2,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital II GP, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital II, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital III GP, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital III, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital IV GP, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital IV, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital Opportunity GP, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002272,20250115,01/14/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1757920,"Joy Capital Opportunity, L.P.",38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Abundant Glory Investment L.P.,24,D,24,0,12,0,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Abundant Glory Investment L.P.,18,D,24,-6,12,0,6,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Abundant Grace Investment Limited,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Abundant Grace Investment Limited,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Bin Li,42,C,42,0,12,14,10,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Bin Li,36,D,42,-6,12,14,10,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Eve One Fund II L.P.,38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Eve One Fund II L.P.,38,D,38,0,12,14,6,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,NBNW Investment Limited,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,NBNW Investment Limited,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0001493152-25-002271,20250115,01/13/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Nio Capital II LLC,40,C,40,0,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-16,4.69,33.1,0.01,0.0,0.01,4.42,4.53,,6.11,3.53,,5.04,4.42,3.81,71.54,0.38,31700,77800,0.41
0001493152-25-003723,20250127,01/24/2025,SCHEDULE 13D/A,1729173,Uxin Limited,91818X108,1852124,Nio Capital II LLC,34,D,40,-6,12,14,8,1,0,1,4,0,UXIN,CIK,100,2025-01-28,4.38,36.23,-0.04,-0.02,-0.03,4.51,4.54,,-2.88,-3.52,,4.91,4.51,4.12,32.91,0.3,32400,66540,0.49
0000932471-25-000124,20250130,12/31/2024,SCHEDULE 13G/A,1730984,BayCom Corp,07272M107,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,BCML,CIK,100,2025-01-31,27.13,51.65,0.32,0.06,0.26,25.88,26.69,,4.82,1.64,,28.01,25.88,23.75,79.26,0.74,29500,29290,1.01
0000906304-25-000016,20250128,12/31/2024,SCHEDULE 13G,1730984,BayCom Corp,07272M107,906304,ROYCE & ASSOCIATES LP,32,D,32,0,6,6,12,0,0,4,4,0,BCML,CIK,100,2025-01-29,27.54,51.65,0.21,-0.09,0.3,25.74,26.65,,7.01,3.35,,27.61,25.74,23.86,98.22,0.76,22300,28555,0.78
0001193805-25-000034,20250110,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Limited,G6096M106,1086416,Craig Effron,24,D,24,0,6,0,10,0,0,4,4,0,APM,CIK,100,2025-01-10,1.39,39.11,0.2,0.17,0.03,1.21,1.07,,14.88,29.91,,2.38,1.21,0.03,57.87,0.83,348100,7013920,0.05
0001193805-25-000034,20250110,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Limited,G6096M106,1086416,Curtis Schenker,24,D,24,0,6,0,10,0,0,4,4,0,APM,CIK,100,2025-01-10,1.39,39.11,0.2,0.17,0.03,1.21,1.07,,14.88,29.91,,2.38,1.21,0.03,57.87,0.83,348100,7013920,0.05
0001193805-25-000034,20250110,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Limited,G6096M106,1086416,Scoggin GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,APM,CIK,100,2025-01-10,1.39,39.11,0.2,0.17,0.03,1.21,1.07,,14.88,29.91,,2.38,1.21,0.03,57.87,0.83,348100,7013920,0.05
0001193805-25-000034,20250110,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Limited,G6096M106,1086416,Scoggin International Fund Ltd.,22,D,22,0,6,0,8,0,0,4,4,0,APM,CIK,100,2025-01-10,1.39,39.11,0.2,0.17,0.03,1.21,1.07,,14.88,29.91,,2.38,1.21,0.03,57.87,0.83,348100,7013920,0.05
0001193805-25-000034,20250110,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Limited,G6096M106,1086416,Scoggin Management LP,26,D,26,0,6,0,12,0,0,4,4,0,APM,CIK,100,2025-01-10,1.39,39.11,0.2,0.17,0.03,1.21,1.07,,14.88,29.91,,2.38,1.21,0.03,57.87,0.83,348100,7013920,0.05
0001079973-25-000035,20250106,01/02/2025,SCHEDULE 13G,1734005,Aptorum Group Ltd,G6096M106,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",22,D,22,0,6,6,2,0,0,4,4,0,APM,CIK,100,2025-01-07,1.6,48.99,0.25,0.14,0.11,1.14,1.08,,40.35,48.15,,2.34,1.14,-0.05,69.04,0.81,563100,6983620,0.08
0001104659-25-002710,20250110,09/30/2024,SCHEDULE 13G/A,1734722,"UiPath, Inc.",90364P105,1697748,ARK Investment Management LLC,19,D,19,0,2,0,12,0,0,1,4,0,PATH,CIK,100,2025-01-10,12.97,60.38,-0.15,-0.15,-0.01,13.36,13.5,,-2.92,-3.93,,14.45,13.36,12.26,32.42,0.57,8808300,8134270,1.08
0000932471-25-000145,20250130,12/31/2024,SCHEDULE 13G,1736297,Astera Labs Inc,04626A103,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,ALAB,CIK,100,2025-01-31,101.42,19.51,-7.65,-3.38,-4.27,120.5,119.49,,-15.83,-15.12,,155.71,120.5,85.29,22.91,11.27,6435500,5018735,1.28
0000354204-25-000460,20250123,12/31/2024,SCHEDULE 13G,1737706,Seadrill Ltd,G7997W102,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,SDRL,CIK,100,2025-01-24,37.75,65.54,-0.16,-0.23,0.07,37.73,38.65,,0.05,-2.33,,39.37,37.73,36.09,50.61,1.24,901300,690690,1.3
0000932471-25-000229,20250131,12/31/2024,SCHEDULE 13G/A,1737953,Replimune Group Inc,76029N106,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,REPL,CIK,100,2025-01-31,13.98,28.66,0.5,0.2,0.29,12.24,12.46,,14.22,12.2,,14.99,12.24,9.49,81.64,1.08,624900,866095,0.72
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,"Bigger Capital Fund GP, LLC",22,D,22,0,6,6,2,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,BIGGER CAPITAL FUND L P,26,D,26,0,6,6,6,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,Bigger Michael,33,D,33,0,6,9,10,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,District 2 Capital Fund LP,20,D,20,0,6,0,6,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,District 2 Capital LP,20,D,20,0,6,0,6,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,District 2 GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0000921895-25-000215,20250131,01/28/2025,SCHEDULE 13G,1737995,Sharps Technology Inc.,82003F101,1288478,District 2 Holdings LLC,16,D,16,0,6,0,2,0,0,4,4,0,STSS,CIK,100,2025-01-31,117.3,47.73,-132.45,-85.14,-47.31,492.0,641.38,,-76.16,-81.71,,877.55,492.0,106.45,1.41,60.92,13014,6974,1.87
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,KEVIN TANG,30,D,30,0,6,6,10,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,"TANG CAPITAL MANAGEMENT, LLC",22,D,22,0,6,6,2,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,"TANG CAPITAL PARTNERS III, INC",22,D,22,0,6,0,8,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,"TANG CAPITAL PARTNERS INTERNATIONAL, LP",20,D,20,0,6,0,6,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,"TANG CAPITAL PARTNERS IV, INC",22,D,22,0,6,0,8,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001214659-25-000855,20250116,01/08/2025,SCHEDULE 13G,1738021,"Compass Therapeutics, Inc.",20454B104,1232621,"TANG CAPITAL PARTNERS, LP",20,D,20,0,6,0,6,0,0,4,4,0,CMPX,CIK,100,2025-01-17,2.6,53.79,0.22,0.1,0.12,1.71,1.64,,52.05,58.54,,2.48,1.71,0.94,107.79,0.3,1403200,2173155,0.65
0001019432-25-000004,20250127,01/22/2025,SCHEDULE 13G,1738177,Cambium Networks Corp,G17766109,1019432,AMH Equity LLC,32,D,32,0,6,6,12,0,0,4,4,0,CMBM,CIK,100,2025-01-28,1.18,51.22,0.07,0.03,0.04,0.98,1.0,,20.41,18.0,,1.28,0.98,0.68,83.33,0.12,202800,419650,0.48
0001019432-25-000004,20250127,01/22/2025,SCHEDULE 13G,1738177,Cambium Networks Corp,G17766109,1019432,Leviticus Partners LP,26,D,26,0,6,6,6,0,0,4,4,0,CMBM,CIK,100,2025-01-28,1.18,51.22,0.07,0.03,0.04,0.98,1.0,,20.41,18.0,,1.28,0.98,0.68,83.33,0.12,202800,419650,0.48
0001398344-25-000426,20250108,12/31/2024,SCHEDULE 13G/A,1738758,"Cheer Holding, Inc.",G39973204,1383838,Himanshu H. Shah,31,D,31,0,2,14,10,0,0,1,4,0,CHR,CIK,100,2025-01-08,118.5,55.56,-3.46,-2.54,-0.92,131.5,134.17,,-9.89,-11.68,,146.55,131.5,116.45,6.81,6.61,1382,876,1.58
0001398344-25-000426,20250108,12/31/2024,SCHEDULE 13G/A,1738758,"Cheer Holding, Inc.",G39973204,1383838,Shah Capital Management,33,D,33,0,2,14,12,0,0,1,4,0,CHR,CIK,100,2025-01-08,118.5,55.56,-3.46,-2.54,-0.92,131.5,134.17,,-9.89,-11.68,,146.55,131.5,116.45,6.81,6.61,1382,876,1.58
0001398344-25-000426,20250108,12/31/2024,SCHEDULE 13G/A,1738758,"Cheer Holding, Inc.",G39973204,1383838,Shah Capital Opportunity Fund LP,27,D,27,0,2,14,6,0,0,1,4,0,CHR,CIK,100,2025-01-08,118.5,55.56,-3.46,-2.54,-0.92,131.5,134.17,,-9.89,-11.68,,146.55,131.5,116.45,6.81,6.61,1382,876,1.58
0001104659-25-005592,20250123,01/16/2025,SCHEDULE 13G,1739566,"Utz Brands, Inc.",918090101,1273087,Israel A. Englander,24,D,24,0,6,0,10,0,0,4,4,0,UTZ,CIK,100,2025-01-24,12.98,32.09,-0.7,-0.69,-0.01,14.15,15.57,,-8.28,-16.64,,15.74,14.15,12.56,13.16,0.6,3260000,1095140,2.98
0001104659-25-005592,20250123,01/16/2025,SCHEDULE 13G,1739566,"Utz Brands, Inc.",918090101,1273087,Millennium Group Management LLC,16,D,16,0,6,0,2,0,0,4,4,0,UTZ,CIK,100,2025-01-24,12.98,32.09,-0.7,-0.69,-0.01,14.15,15.57,,-8.28,-16.64,,15.74,14.15,12.56,13.16,0.6,3260000,1095140,2.98
0001104659-25-005592,20250123,01/16/2025,SCHEDULE 13G,1739566,"Utz Brands, Inc.",918090101,1273087,Millennium Management LLC,16,D,16,0,6,0,2,0,0,4,4,0,UTZ,CIK,100,2025-01-24,12.98,32.09,-0.7,-0.69,-0.01,14.15,15.57,,-8.28,-16.64,,15.74,14.15,12.56,13.16,0.6,3260000,1095140,2.98
0001493152-25-004408,20250131,12/31/2024,SCHEDULE 13G/A,1740279,"IN8bio, Inc.",45674E109,1131362,AIGH Capital Management LLC,10,D,10,0,2,0,2,0,0,2,4,0,INAB,CIK,100,2025-01-31,7.68,29.94,-0.28,-0.14,-0.14,8.77,8.8,,-12.43,-12.73,,10.43,8.77,7.12,16.92,0.89,5913,25840,0.23
0001493152-25-004408,20250131,12/31/2024,SCHEDULE 13G/A,1740279,"IN8bio, Inc.",45674E109,1131362,Orin Hirschman,19,D,19,0,2,9,2,0,0,2,4,0,INAB,CIK,100,2025-01-31,7.68,29.94,-0.28,-0.14,-0.14,8.77,8.8,,-12.43,-12.73,,10.43,8.77,7.12,16.92,0.89,5913,25840,0.23
0001213900-25-002919,20250113,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2043029,Rapid Proceed Limited,28,D,28,0,6,12,2,0,0,4,4,0,HKIT,CIK,100,2025-01-14,1.39,30.74,0.02,0.01,0.0,1.38,1.36,,0.72,2.21,,1.51,1.38,1.25,53.85,0.14,30900,52530,0.59
0001213900-25-002915,20250113,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2048361,Grand Bright International Holdings Limited,30,D,30,0,6,14,2,0,0,4,4,0,HKIT,CIK,100,2025-01-14,1.39,30.74,0.02,0.01,0.0,1.38,1.36,,0.72,2.21,,1.51,1.38,1.25,53.85,0.14,30900,52530,0.59
0001213900-25-002916,20250113,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051157,Fairview Eastern International Holdings Limited,30,D,30,0,6,14,2,0,0,4,4,0,HKIT,CIK,100,2025-01-14,1.39,30.74,0.02,0.01,0.0,1.38,1.36,,0.72,2.21,,1.51,1.38,1.25,53.85,0.14,30900,52530,0.59
0001213900-25-002914,20250113,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051162,Canaan International Ltd.,30,D,30,0,6,14,2,0,0,4,4,0,HKIT,CIK,100,2025-01-14,1.39,30.74,0.02,0.01,0.0,1.38,1.36,,0.72,2.21,,1.51,1.38,1.25,53.85,0.14,30900,52530,0.59
0001213900-25-002920,20250113,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051365,Yong Lin,36,D,36,0,6,12,10,0,0,4,4,0,HKIT,CIK,100,2025-01-14,1.39,30.74,0.02,0.01,0.0,1.38,1.36,,0.72,2.21,,1.51,1.38,1.25,53.85,0.14,30900,52530,0.59
