accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score
0001213900-25-004066,20250116,11/21/2024,SCHEDULE 13D,1605888,Atlantic International Corp.,048592109,2049406,Raymond Jones,59,C,59,0,18,6,10,5,0,4,16,0,ATLN,CIK,100
0001213900-25-004103,20250116,11/21/2024,SCHEDULE 13D,1605888,ATLANTIC INTERNATIONAL CORP.,048592109,2051743,Pequod Consulting LLC,35,D,35,0,18,6,2,1,0,4,4,0,ATLN,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,1334429,BIGLARI CAPITAL CORP.,72,B,72,0,18,12,2,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,1334429,First Guard Insurance Company,62,B,62,0,18,0,4,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,1334430,"BIGLARI, SARDAR",80,A,80,0,18,12,10,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,1580602,"LION FUND II, L.P.",76,B,76,0,18,12,6,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,1726173,Biglari Holdings Inc.,66,B,66,0,18,0,8,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,2034968,Biglari Insurance Group Inc.,66,B,66,0,18,0,8,2,18,4,16,0,LOCO,CIK,100
0000921895-25-000155,20250127,01/23/2025,SCHEDULE 13D,1606366,"El Pollo Loco Holdings, Inc.",268603107,2035328,Biglari Reinsurance Ltd.,66,B,66,0,18,0,8,2,18,4,16,0,LOCO,CIK,100
0001477932-25-000187,20250113,01/13/2025,SCHEDULE 13G,1606745,"Liberty TripAdvisor Holdings, Inc.",531465102,2012556,Hilary L Shane Revocable Trust,22,D,22,0,6,6,2,0,0,4,4,0,"""LTRPA""",CIK,100
0001477932-25-000291,20250116,01/16/2025,SCHEDULE 13G/A,1606745,"Liberty TripAdvisor Holdings, Inc.",531465102,2012556,Hilary L Shane Revocable Trust,28,D,22,6,2,12,2,0,0,2,4,0,"""LTRPA""",CIK,100
0001477932-25-000187,20250113,01/13/2025,SCHEDULE 13G,1606745,"Liberty TripAdvisor Holdings, Inc.",531465102,2012556,shane hilary,30,D,30,0,6,6,10,0,0,4,4,0,"""LTRPA""",CIK,100
0001477932-25-000291,20250116,01/16/2025,SCHEDULE 13G/A,1606745,"Liberty TripAdvisor Holdings, Inc.",531465102,2012556,shane hilary,36,D,30,6,2,12,10,0,0,2,4,0,"""LTRPA""",CIK,100
0001606909-25-000036,20250114,12/30/2024,SCHEDULE 13D/A,1606909,Pangaea Logistics Solutions Ltd.,G6891L105,1622062,Carl Claus Boggild,51,C,51,0,12,12,10,0,0,1,16,0,PANL,CIK,100
0000919574-25-000118,20250106,12/30/2024,SCHEDULE 13D,1606909,Pangaea Logistics Solutions Ltd.,G6891L105,2047301,Pacific Star Private Trust Company Ltd.,79,B,79,0,18,14,8,1,18,4,16,0,PANL,CIK,100
0000919574-25-000118,20250106,12/30/2024,SCHEDULE 13D,1606909,Pangaea Logistics Solutions Ltd.,G6891L105,2047301,Strategic Investment LLC,73,B,73,0,18,14,2,1,18,4,16,0,PANL,CIK,100
0000919574-25-000118,20250106,12/30/2024,SCHEDULE 13D,1606909,Pangaea Logistics Solutions Ltd.,G6891L105,2047301,Strategic Shipping Inc.,79,B,79,0,18,14,8,1,18,4,16,0,PANL,CIK,100
0001213900-25-003500,20250114,01/07/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1646799,Daniel B. Asher,16,D,16,0,6,0,2,0,0,4,4,0,LFWD,CIK,100
0001213900-25-003500,20250114,01/07/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1646799,Intracoastal Capital LLC,16,D,16,0,6,0,2,0,0,4,4,0,LFWD,CIK,100
0001213900-25-003500,20250114,01/07/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1646799,Mitchell P. Kopin,16,D,16,0,6,0,2,0,0,4,4,0,LFWD,CIK,100
0001013594-25-000021,20250108,01/06/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1871665,EASTON JEFF,33,D,33,0,6,9,10,0,0,4,4,0,LFWD,CIK,100
0001013594-25-000021,20250108,01/06/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1871665,Lind Global Fund II LP,29,D,29,0,6,9,6,0,0,4,4,0,LFWD,CIK,100
0001013594-25-000021,20250108,01/06/2025,SCHEDULE 13G,1607962,Lifeward Ltd.,M8216Q200,1871665,Lind Global Partners II LLC,25,D,25,0,6,9,2,0,0,4,4,0,LFWD,CIK,100
0000932471-25-000264,20250131,12/31/2024,SCHEDULE 13G/A,1609151,Weave Communications Inc,94724R108,102909,The Vanguard Group,26,D,26,0,2,6,12,0,0,2,4,0,WEAV,CIK,100
0001178913-25-000209,20250127,01/17/2025,SCHEDULE 13G,1611005,Kenon Holdings Ltd.,Y46717107,1429390,Harel Insurance Investments & Financial Services Ltd,28,D,28,0,6,6,8,0,0,4,4,0,KEN,CIK,100
0001535610-25-000022,20250103,12/31/2024,SCHEDULE 13G,1611747,Scinai Immunotherapeutics Ltd.,09073Q105,1535610,HAL MINTZ,24,D,24,0,6,0,10,0,0,4,4,0,SCNI,CIK,100
0001535610-25-000022,20250103,12/31/2024,SCHEDULE 13G,1611747,Scinai Immunotherapeutics Ltd.,09073Q105,1535610,"SABBY MANAGEMENT, LLC",16,D,16,0,6,0,2,0,0,4,4,0,SCNI,CIK,100
0001535610-25-000022,20250103,12/31/2024,SCHEDULE 13G,1611747,Scinai Immunotherapeutics Ltd.,09073Q105,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,16,D,16,0,6,0,2,0,0,4,4,0,SCNI,CIK,100
0000912282-25-000059,20250124,12/31/2024,SCHEDULE 13G/A,1611747,Scinai Immunotherapeutics Ltd.,09073Q203,1948744,Stone Daniel E.,26,D,26,0,2,9,10,0,0,1,4,0,SCNI,CIK,100
0000315066-25-000023,20250108,12/31/2024,SCHEDULE 13G/A,1611983,LIBERTY BROADBAND CORP,530307107,315066,Abigail P. Johnson,17,D,17,0,2,0,10,0,0,1,4,0,LBRDA,CIK,100
0000315066-25-000023,20250108,12/31/2024,SCHEDULE 13G/A,1611983,LIBERTY BROADBAND CORP,530307107,315066,FMR LLC,15,D,15,0,2,0,8,0,0,1,4,0,LBRDA,CIK,100
0000921895-25-000054,20250106,12/19/2024,SCHEDULE 13D/A,1612630,JOINT Corp,47973J102,1399386,Bandera Partners LLC,71,B,71,0,12,14,2,2,18,1,16,6,JYNT,CIK,100
0000921895-25-000054,20250106,12/19/2024,SCHEDULE 13D/A,1612630,JOINT Corp,47973J102,1427289,Bylinsky Gregory,79,B,79,0,12,14,10,2,18,1,16,6,JYNT,CIK,100
0000921895-25-000054,20250106,12/19/2024,SCHEDULE 13D/A,1612630,JOINT Corp,47973J102,1427290,Gramm Jefferson,79,B,79,0,12,14,10,2,18,1,16,6,JYNT,CIK,100
0001140361-25-001550,20250121,01/16/2025,SCHEDULE 13D/A,1612720,NextDecade Corp.,65342K105,1401387,"VALINOR CAPITAL PARTNERS, L.P.",24,D,24,0,12,0,6,1,0,1,4,0,NEXT,CIK,100
0001140361-25-001550,20250121,01/16/2025,SCHEDULE 13D/A,1612720,NextDecade Corp.,65342K105,1401388,"VALINOR MANAGEMENT, L.P.",30,D,30,0,12,6,6,1,0,1,4,0,NEXT,CIK,100
0001140361-25-001550,20250121,01/16/2025,SCHEDULE 13D/A,1612720,NextDecade Corp.,65342K105,1452938,"VALINOR CAPITAL PARTNERS OFFSHORE MASTER FUND, L.P.",24,D,24,0,12,0,6,1,0,1,4,0,NEXT,CIK,100
0001140361-25-001550,20250121,01/16/2025,SCHEDULE 13D/A,1612720,NextDecade Corp.,65342K105,1601013,Gallo David,30,D,30,0,12,6,6,1,0,1,4,0,NEXT,CIK,100
0001140361-25-001550,20250121,01/16/2025,SCHEDULE 13D/A,1612720,NextDecade Corp.,65342K105,1713363,"Valinor Associates, LLC",30,D,30,0,12,6,6,1,0,1,4,0,NEXT,CIK,100
0001085146-25-000040,20250108,12/31/2024,SCHEDULE 13G/A,1615165,"Veritone, Inc.",92347M100,1426960,BANTA ASSET MANAGEMENT LP,28,D,28,0,2,9,12,0,0,1,4,0,VERI,CIK,100
0001104659-25-001079,20250106,01/02/2025,SCHEDULE 13G,1615165,"Veritone, Inc.",92347M100,2033034,Esousa Group Holdings LLC,25,D,25,0,6,9,2,0,0,4,4,0,VERI,CIK,100
0001104659-25-001079,20250106,01/02/2025,SCHEDULE 13G,1615165,"Veritone, Inc.",92347M100,2033034,Michael Wachs,33,D,33,0,6,9,10,0,0,4,4,0,VERI,CIK,100
0000354204-25-000522,20250123,12/31/2024,SCHEDULE 13G/A,1616318,Vista Outdoor Inc,928377100,354204,Dimensional Fund Advisors LP,19,D,19,0,2,0,12,0,0,1,4,0,"""VSTO""",CIK,100
0001040188-25-000016,20250128,12/31/2024,SCHEDULE 13G,1616862,"AXALTA COATING SYSTEMS, LTD.",G0750C108,1040188,"Victory Capital Management, Inc.",32,D,32,0,6,6,12,0,0,4,4,0,AXTA,CIK,100
0000902664-25-000083,20250108,12/31/2024,SCHEDULE 13G/A,1621227,Adaptimmune Therapeutics plc,00653A107,1410830,David E. Goel,9,D,9,0,2,0,2,0,0,1,4,0,"""ADAP""",CIK,100
0000902664-25-000083,20250108,12/31/2024,SCHEDULE 13G/A,1621227,Adaptimmune Therapeutics plc,00653A107,1410830,Matrix Capital Management Company LP,9,D,9,0,2,0,2,0,0,1,4,0,"""ADAP""",CIK,100
0000932471-25-000070,20250108,12/31/2024,SCHEDULE 13G,1622536,Talen Energy Corp,87422Q109,102909,The Vanguard Group,38,D,38,0,6,12,12,0,0,4,4,0,TLN,CIK,100
0000932471-25-000218,20250131,12/31/2024,SCHEDULE 13G/A,1625278,NerdWallet Inc,64082B102,102909,The Vanguard Group,29,D,29,0,2,9,12,0,0,2,4,0,NRDS,CIK,100
0001011438-25-000035,20250117,01/15/2025,SCHEDULE 13D/A,1625297,INDIVIOR PLC,G4766E116,1823138,Sina Toussi,36,D,36,0,12,9,2,2,0,1,4,6,INDV,CIK,100
0001011438-25-000035,20250117,01/15/2025,SCHEDULE 13D/A,1625297,INDIVIOR PLC,G4766E116,1823138,Two Seas Capital GP LLC,36,D,36,0,12,9,2,2,0,1,4,6,INDV,CIK,100
0001011438-25-000035,20250117,01/15/2025,SCHEDULE 13D/A,1625297,INDIVIOR PLC,G4766E116,1823138,Two Seas Capital LP,36,D,36,0,12,9,2,2,0,1,4,6,INDV,CIK,100
0000932471-25-000298,20250131,12/31/2024,SCHEDULE 13G/A,1626450,BigCommerce Holdings Inc,08975P108,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,CMRC,CIK,100
0001171843-25-000441,20250127,12/31/2024,SCHEDULE 13G/A,1626878,"XBIOTECH, INC.",98400H102,1211462,W. Thorpe McKenzie,26,D,26,0,2,9,10,0,0,1,4,0,XBIT,CIK,100
0001171843-25-000440,20250127,12/31/2024,SCHEDULE 13G/A,1626878,XBIOTECH INC.,98400H102,1639078,John Simard,31,D,31,0,2,14,10,0,0,1,4,0,XBIT,CIK,100
0001104659-25-007720,20250130,01/30/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,1581835,Bpifrance Participations S.A.,67,B,67,0,12,12,2,6,18,1,16,0,CLLS,CIK,100
0001104659-25-007720,20250130,01/30/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,1581835,Bpifrance S.A.,67,B,67,0,12,12,2,6,18,1,16,0,CLLS,CIK,100
0001104659-25-007720,20250130,01/30/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,1581835,Caisse des Depots,67,B,67,0,12,12,2,6,18,1,16,0,CLLS,CIK,100
0001104659-25-007720,20250130,01/30/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,1581835,CDC Croissance S.A.,55,C,55,0,12,0,2,6,18,1,16,0,CLLS,CIK,100
0001104659-25-007720,20250130,01/30/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,1581835,EPIC Bpifrance,67,B,67,0,12,12,2,6,18,1,16,0,CLLS,CIK,100
0001104659-25-005814,20250124,01/23/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,901832,AstraZeneca Holdings B.V.,46,C,46,0,12,14,8,6,0,2,4,0,CLLS,CIK,100
0001104659-25-005814,20250124,01/23/2025,SCHEDULE 13D/A,1627281,Cellectis S.A.,15117K103,901832,AstraZeneca PLC,46,C,46,0,12,14,8,6,0,2,4,0,CLLS,CIK,100
0000945621-25-000092,20250130,12/31/2024,SCHEDULE 13G,1628369,Cushman & Wakefield plc,G2717B108,1021642,"Vaughan Nelson Investment Management, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,CWK,CIK,100
0000945621-25-000092,20250130,12/31/2024,SCHEDULE 13G,1628369,Cushman & Wakefield plc,G2717B108,1021642,"Vaughan Nelson Investment Management, L.P.",32,D,32,0,6,6,12,0,0,4,4,0,CWK,CIK,100
0000354204-25-000462,20250123,12/31/2024,SCHEDULE 13G,1628369,Cushman & Wakefield PLC,G2717B108,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,CWK,CIK,100
0001019056-25-000040,20250123,12/31/2024,SCHEDULE 13G/A,1628808,Profound Medical Corp.,74319B502,1125725,"Gagnon Advisors, LLC",19,D,19,0,2,0,12,0,0,1,4,0,PROF,CIK,100
0001019056-25-000040,20250123,12/31/2024,SCHEDULE 13G/A,1628808,Profound Medical Corp.,74319B502,1125725,Gagnon Securities LLC,15,D,15,0,2,6,2,0,0,1,4,0,PROF,CIK,100
0001019056-25-000040,20250123,12/31/2024,SCHEDULE 13G/A,1628808,Profound Medical Corp.,74319B502,1125725,Neil Gagnon,29,D,29,0,2,12,10,0,0,1,4,0,PROF,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,Elizabeth S. Loewenbaum,17,D,17,0,2,0,10,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,George Walter Loewenbaum,26,D,26,0,2,9,10,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,Lillian S. Loewenbaum,17,D,17,0,2,0,10,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,Lillian S. Loewenbaum Grantor Retained Annuity Trust I,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,Lillian S. Loewenbaum Grantor Retained Annuity Trust V,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,Lillian S. Loewenbaum Grantor Retained Annuity Trust VI,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,The Elizabeth Scott Loewenbaum 1992 Trust,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,The Loewenbaum 1992 Trust,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,The Loewenbaum Residence Trust FBO Anna Loewenbaum,9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001104659-25-006683,20250128,12/31/2024,SCHEDULE 13G/A,1631487,CollPlant Biotechnologies Ltd.,19516R107,1788316,"The Waterproof Partnership, Ltd.",9,D,9,0,2,0,2,0,0,1,4,0,CLGN,CIK,100
0001023875-25-000002,20250127,12/31/2024,SCHEDULE 13G,1632127,"Cable One, Inc.",12685J105,1023875,"Franklin Mutual Advisers, LLC",22,D,22,0,6,6,2,0,0,4,4,0,CABO,CIK,100
0000932471-25-000027,20250108,12/31/2024,SCHEDULE 13G/A,1632970,American Healthcare REIT Inc,398182303,102909,The Vanguard Group,32,D,32,0,2,12,12,0,0,2,4,0,AHR,CIK,100
0001104659-25-003437,20250114,12/31/2024,SCHEDULE 13G/A,1632970,"American Healthcare REIT, Inc.",398182303,1273087,Israel A. Englander,18,D,18,0,2,0,10,0,0,2,4,0,AHR,CIK,100
0001104659-25-003437,20250114,12/31/2024,SCHEDULE 13G/A,1632970,"American Healthcare REIT, Inc.",398182303,1273087,Millennium Group Management LLC,10,D,10,0,2,0,2,0,0,2,4,0,AHR,CIK,100
0001104659-25-003437,20250114,12/31/2024,SCHEDULE 13G/A,1632970,"American Healthcare REIT, Inc.",398182303,1273087,Millennium Management LLC,10,D,10,0,2,0,2,0,0,2,4,0,AHR,CIK,100
0001214659-25-000168,20250106,12/31/2024,SCHEDULE 13G/A,1634117,BARNES & NOBLE EDUCATION INC.,06777U200,1043327,BERNARD SELZ,18,D,18,0,2,0,10,0,0,2,4,0,BNED,CIK,100
0001390777-25-000022,20250123,12/31/2024,SCHEDULE 13G/A,1635073,Nushares ETF Trust,67092P854,1390777,Bank of New York Mellon Corp,25,D,25,0,2,9,8,0,0,2,4,0,"""NUAG""",CIK,100
0001390777-25-000022,20250123,12/31/2024,SCHEDULE 13G/A,1635073,Nushares ETF Trust,67092P854,1390777,BNY MELLON N.A.,21,D,21,0,2,9,4,0,0,2,4,0,"""NUAG""",CIK,100
0001213900-25-005025,20250121,01/15/2025,SCHEDULE 13G,1635077,Aclarion Inc.,655187201,2041952,"SEG Opportunity Fund, LLC",25,D,25,0,6,9,2,0,0,4,4,0,ACON,CIK,100
0000932471-25-000173,20250130,12/31/2024,SCHEDULE 13G/A,1637459,Kraft Heinz Co/The,500754106,102909,The Vanguard Group,26,D,26,0,2,6,12,0,0,2,4,0,KHC,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1240120,"John P. McKearn, Ph.D.",34,D,34,0,12,0,10,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1435248,Jay Schmelter,34,D,34,0,12,0,10,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1601559,"RiverVest Venture Fund III, L.P.",30,D,30,0,12,0,6,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1601559,"RiverVest Venture Partners IV, LLC",26,D,26,0,12,0,2,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1601559,"RiverVest Venture Partners IV, L.P.",30,D,30,0,12,0,6,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1611644,"RiverVest Venture Partners III (Ohio), LLC",26,D,26,0,12,0,2,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1611651,Thomas C. Melzer,34,D,34,0,12,0,10,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1636686,"RiverVest Venture Fund III (Ohio), L.P.",30,D,30,0,12,0,6,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1725443,"RiverVest Venture Fund IV, L.P.",30,D,30,0,12,0,6,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1752268,"RiverVest Venture Partners III, L.P.",30,D,30,0,12,0,6,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1752405,"RiverVest Venture Partners III, LLC",26,D,26,0,12,0,2,6,0,2,4,0,OKUR,CIK,100
0001104659-25-004963,20250121,01/16/2025,SCHEDULE 13D/A,1637715,"OnKure Therapeutics, Inc.",75974E103,1780235,"Niall O'Donnell, Ph.D.",34,D,34,0,12,0,10,6,0,2,4,0,OKUR,CIK,100
0000932471-25-000246,20250131,12/31/2024,SCHEDULE 13G,1637715,OnKure Therapeutics Inc,68277Q105,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,OKUR,CIK,100
0000902664-25-000054,20250106,01/03/2025,SCHEDULE 13G,1638097,Entera Bio Ltd.,M40527109,1603466,"Point72 Asset Management, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,ENTXW,CIK,100
0000902664-25-000054,20250106,01/03/2025,SCHEDULE 13G,1638097,Entera Bio Ltd.,M40527109,1603466,"Point72 Capital Advisors, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,ENTXW,CIK,100
0000902664-25-000054,20250106,01/03/2025,SCHEDULE 13G,1638097,Entera Bio Ltd.,M40527109,1603466,Steven A. Cohen,30,D,30,0,6,6,10,0,0,4,4,0,ENTXW,CIK,100
0000354204-25-000479,20250123,12/31/2024,SCHEDULE 13G,1638290,MasterCraft Boat Holdings Inc,57637H103,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,MCFT,CIK,100
0000950170-25-009488,20250128,01/27/2025,SCHEDULE 13D/A,1638833,"Surgery Partners, Inc.",86881A100,1712856,BCPE Seminole Holdings II Intermediate LP,68,B,68,0,12,14,6,1,18,1,16,0,SGRY,CIK,100
0000950170-25-009488,20250128,01/27/2025,SCHEDULE 13D/A,1638833,"Surgery Partners, Inc.",86881A100,1712856,BCPE Seminole Holdings III LP,54,C,54,0,12,0,6,1,18,1,16,0,SGRY,CIK,100
0000950170-25-009488,20250128,01/27/2025,SCHEDULE 13D/A,1638833,"Surgery Partners, Inc.",86881A100,1712856,BCPE Seminole Holdings IV LP,54,C,54,0,12,0,6,1,18,1,16,0,SGRY,CIK,100
0000950170-25-009488,20250128,01/27/2025,SCHEDULE 13D/A,1638833,"Surgery Partners, Inc.",86881A100,1712856,BCPE Seminole Holdings LP,63,B,63,0,12,9,6,1,18,1,16,0,SGRY,CIK,100
0001274173-25-000010,20250130,01/29/2025,SCHEDULE 13G,1638833,"Surgery Partners, Inc.",86881A100,1274173,JANUS HENDERSON GROUP PLC,25,D,25,0,6,9,2,0,0,4,4,0,SGRY,CIK,100
0000932471-25-000095,20250130,12/31/2024,SCHEDULE 13G/A,1639438,Cava Group Inc,148929102,102909,The Vanguard Group,26,D,26,0,2,6,12,0,0,2,4,0,CAVA,CIK,100
0001493152-25-002374,20250115,01/13/2025,SCHEDULE 13D/A,1640043,Pyxis Tankers Inc.,Y71726130,1658014,Maritime Investors Corp.,40,C,40,0,12,14,8,1,0,1,4,0,PXS,CIK,100
0001493152-25-002374,20250115,01/13/2025,SCHEDULE 13D/A,1640043,Pyxis Tankers Inc.,Y71726130,1658014,Valentios Valentis,42,C,42,0,12,14,10,1,0,1,4,0,PXS,CIK,100
0001753926-25-000072,20250110,11/07/2024,SCHEDULE 13G,1643301,"Avenir Wellness Solutions, Inc.",23127P104,1769419,Brendan O'Neil,33,D,33,0,6,9,10,0,0,4,4,0,,,
0001753926-25-000072,20250110,11/07/2024,SCHEDULE 13G,1643301,"Avenir Wellness Solutions, Inc.",23127P104,1769419,"Ionic Management, LLC",25,D,25,0,6,9,2,0,0,4,4,0,,,
0001753926-25-000072,20250110,11/07/2024,SCHEDULE 13G,1643301,"Avenir Wellness Solutions, Inc.",23127P104,1769419,"Ionic Ventures, LLC",25,D,25,0,6,9,2,0,0,4,4,0,,,
0001753926-25-000072,20250110,11/07/2024,SCHEDULE 13G,1643301,"Avenir Wellness Solutions, Inc.",23127P104,1769419,Keith Coulston,33,D,33,0,6,9,10,0,0,4,4,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1261725,Alset International Limited,69,B,69,0,12,12,8,1,18,2,16,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1261725,Global Biomedical Pte. Ltd.,57,C,57,0,12,0,8,1,18,2,16,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1261725,Heng Fai Ambrose Chan,73,B,73,0,12,14,10,1,18,2,16,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1261725,Heng Fai Holdings Limited,57,C,57,0,12,0,8,1,18,2,16,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1750106,Alset Inc.,71,B,71,0,12,14,8,1,18,2,16,0,,,
0001493152-25-004048,20250128,01/24/2025,SCHEDULE 13D/A,1644488,SHARING SERVICES GLOBAL Corp (SHRG),819536103,1897245,HWH International Inc.,71,B,71,0,12,14,8,1,18,2,16,0,,,
0001104659-25-000898,20250103,12/31/2024,SCHEDULE 13D/A,1644963,"Avenue Therapeutics, Inc.",05360L403,1429260,"Fortress Biotech, Inc.",32,D,32,0,12,12,2,1,0,1,4,0,ATXI,CIK,100
0001274173-25-000003,20250108,12/31/2024,SCHEDULE 13G/A,1645469,MONOPAR THERAPEUTICS INC,61023L207,1274173,Janus Henderson Biotech Innovation Master Fund Ltd,24,D,24,0,2,14,2,0,0,2,4,0,MNPR,CIK,100
0001274173-25-000003,20250108,12/31/2024,SCHEDULE 13G/A,1645469,MONOPAR THERAPEUTICS INC,61023L207,1274173,JANUS HENDERSON GROUP PLC,24,D,24,0,2,14,2,0,0,2,4,0,MNPR,CIK,100
